,player,uuid
1120,Jeff Trepagnier,080168f0-9256-4607-96e3-596de6820a6b
1121,Vladimir Radmanovic,f0e0977f-fc19-4bc5-9fe0-5e3df9e95f94
1122,Predrag Drobnjak,b8ced593-ddcd-4188-80fa-707967882f2a
1123,Earl Watson,7c071ab0-faf3-49bc-856f-63193a7862b6
1124,Tyson Chandler,0c588c9f-a494-458c-977d-9bb060491882
1125,Eddy Curry,46da6da0-5491-4b44-a1ee-0c8dc6b9673e
1126,Trenton Hassell,c868c5e5-1bae-4048-acf6-f782b65a1d72
1127,Zeljko Rebraca,d76ca0ee-a6e8-414a-b8af-571b8d4d0f01
1128,Rodney White,719b40f5-ed28-49a8-b668-1f2e65326898
1129,Ratko Varda,285afffc-6d23-47e6-bda5-fcd97f0246bd
1130,Qyntel Woods,83e3a6e4-f017-458b-b7a4-f67a4e2f9912
1131,Frank Williams,c84a12a3-d8a5-41fa-ad50-dab5c43e9466
1132,Adam Harrington,15c7c0be-40e5-47c3-a224-d7551ca6b269
1133,John Salmons,0ba9bc6c-dbf9-406e-85a9-53e621eae742
1134,Sam Clancy,f5eda93e-58af-4189-804a-9b6864ce267f
1135,Kareem Rush,b89dda04-fa5d-4c4c-bc39-d96eed32a7d3
1136,Jannero Pargo,f8c6044c-b9ef-4228-8dd0-cf51fe581d3b
1137,Drew Gooden,0e373447-7051-4b26-92a9-0689ff5f90e2
1138,Cezary Trybanski,e76ae8af-2721-4e8c-8b93-f03b6061f60f
1139,Gordan Giricek,d589ad16-eabd-400c-9de2-0294c28f4e25
1140,Chris Owens,4908297a-1180-4334-8b87-58979d0d2fc8
1141,Mike Batiste,a60f721a-9bfb-462d-b66f-22487a172c73
1142,Robert Archibald,8524ceb0-ca4f-478b-bf9b-ef86b574d810
1143,Tamar Slay,a7cb57c0-84e0-40c1-b388-bcaeb54524ff
1144,Igor Rakocevic,4829e716-b050-403e-be90-0e6c6e356427
1145,Marcus Haislip,d1e56687-f0e0-4fa5-951b-5d2aee3378c2
1146,Dan Gadzuric,e6a5949e-a058-4114-aabd-0e16654cdeda
1147,Jamal Sampson,3b357518-b448-4201-a9d2-4737c58366dd
1148,Ronald Murray,3a06f31a-0b13-46ba-8c97-f9a3fab09643
1149,Caron Butler,b9856f28-e40d-41b5-b3b9-1e191f7460b2
1150,Mike James,bb2524c6-5ac8-43c1-87c8-623e34750b92
1151,Ken Johnson,b3770c63-e0dc-4720-990a-161be070cec3
1152,Rasual Butler,58c5e74e-a940-4c9b-bf4e-81b4c3fb24ce
1153,Sean Lampley,e0ee6867-6580-48b0-8d72-541b8fea849b
1154,Dan Dickau,8ac841f3-2a4c-4ae4-bd7d-6e607025ef6f
1155,Mike Wilks,4ffb0b05-5be8-45f6-8ee2-d3354050aa74
1156,Paul Shirley,928d77a4-2cb4-480c-999d-f7769e49c81d
1157,Chris Jefferies,c68352c5-b801-43be-ae0e-41ce6d3e7590
1158,Amare Stoudemire,80b93cf5-473f-42dd-b5f6-b42fd990366b
1159,Casey Jacobsen,ebec7aac-e312-4cde-bd8a-53001c1d7235
1160,Fred Jones,cf469a2d-21f4-4a9b-9173-80c413b1d9b2
1161,Manu Ginobili,d4a0b468-3ec5-4ecb-b94e-f1565f1af651
1162,Mengke Bateer,aa2701fb-521f-4f69-bb62-3bed8ae07043
1163,Devin Brown,b1ba3ee5-e51a-4137-93fc-a89f384be97b
1164,Reggie Evans,cda072e5-f641-455a-b94b-634016d003a6
1165,JR Bremer,d27aa0c4-26b2-4a3e-9ac6-81c7c738c4ba
1166,Curtis Borchardt,44819d21-cca4-4299-a007-b650ff3d9434
1167,Raul Lopez,0561b423-260f-4e54-946c-9ab910a93940
1168,Ryan Humphrey,8973d360-9df3-4602-9b46-313581b1e4e0
1169,Pat Burke,3999e906-c669-47c6-9432-2d1e00756b5b
1170,Yao Ming,3c78ce92-1413-4da4-8dc9-24464fa4ad19
1171,Bostjan Nachbar,d9f2557a-6767-46c9-9064-7ff514283f64
1172,Juaquin Hawkins,6a00a5bb-0c91-4e3e-85c4-830f9c0b3bf5
1173,Tito Maddox,c3508a6e-4568-48f5-9da4-e3c133a21101
1174,Dajuan Wagner,a85467a9-0dc2-4b9a-83bb-f14ef236733f
1175,Carlos Boozer,ff148c20-a1b1-444c-9f51-c2f202a6a397
1176,Smush Parker,c7141dc4-9beb-4338-bb93-bdebafaa71ba
1177,Nikoloz Tskitishvili,feb24e02-28e8-4dd6-9550-46f591daf9a7
1178,Nenê,26f1a74d-80a0-429c-bd75-4f1943f01109
1179,Junior Harrington,34dbee08-a91b-4891-9d34-406f0e3555c7
1180,Predrag Savovic,3e148747-72c6-4093-af52-7a1087c78a25
1181,Vincent Yarbrough,51d56609-cd5c-4dfe-bacf-18f471ead0d1
1182,Mehmet Okur,3c96d879-acaf-4636-abd6-f55341079bcb
1183,Tayshaun Prince,8abee38c-37f1-4c44-929d-2fb0d72d529e
1184,Mike Dunleavy,2c3c09ad-57d2-48d7-8a00-f77e79ae5e61
1185,Jiri Welsch,c4301a14-20cf-441b-98fe-99f4eb5867b1
1186,Guy Rucker,69288e97-82e0-4769-bd3f-2e0adda0c216
1187,Jared Jeffries,d463a9b1-da47-4ffb-90d5-ecf25f75b3be
1188,Juan Dixon,f457a8ff-dcc0-4ea1-a964-e075cce98ab6
1189,Jay Williams,c9538a4a-d19c-4117-9fa6-5cf44bfd813d
1190,Lonny Baxter,61609cb5-8e31-460a-b3c2-798ce1fd6b47
1191,Roger Mason,34856ba0-9b8d-46ee-85bb-d300ee1820c5
1192,Chris Wilcox,7dd483f5-ce8e-4848-8134-c033d39d2fce
1193,Marko Jaric,8a15fa65-efc8-43b9-a50f-60d8edc79f52
1194,Melvin Ely,a151dd27-029a-418a-a539-3dcf7cb6d74c
1195,Tremaine Fowlkes,26032e9f-a642-4b04-bb01-cf14e3269018
1196,Mike Sweetney,85a11b17-f4b1-4ff1-91b5-d00638a8fa8b
1197,Maciej Lampe,73ce6556-f73c-49ed-a268-dc5d5ef30d6a
1198,Slavko Vranes,fbeeaab2-e4c5-4b89-bfde-0db0745f03ca
1199,Travis Outlaw,5872106e-ad64-4fb8-bdfa-fecde6ebeacb
1200,Matt Carroll,b802b148-2864-4cbd-9118-dbab3b3baf4e
1201,Kaniel Dickens,734a1034-9a09-45bf-a3aa-dde8b5fb782a
1202,Josh Howard,4f226b91-2fcf-453e-a6a9-0c9428bab7aa
1203,Jon Stefansson,344516e8-7077-48be-a1f6-9eb7b2cade9e
1204,Marquis Daniels,292f83b6-26cc-419f-9f29-14b321a1590c
1205,Ndudi Ebi,0e5233cc-5e8d-4d1f-a582-3b58a578b8ea
1206,Keith McLeod,1e5d80aa-1ebb-4255-8ad1-3d3b40dc4dc0
1207,Darius Songaila,59121184-0cb4-4af4-9a86-561e29511dd1
1208,Zarko Cabarkapa,959eb5bf-890a-4a0f-82aa-3be4a5b0ec20
1209,Leandro Barbosa,d5e4a8c9-8695-429f-84c0-c83d674b4c39
1210,Boris Diaw,09bab5e3-f790-4001-aa34-0e4eb79d2c47
1211,Travis Hansen,aae562bf-c390-461c-ac4a-8a62f298f191
1212,Brian Cook,e6a5c010-7607-44bf-81f9-3c5b80e9a264
1213,Luke Walton,c3348785-801a-4efc-954a-067728d86785
1214,Zoran Planinic,a1d840db-e2ad-4a3d-9b90-1712572088de
1215,Chris Bosh,ce7ae779-d64a-4736-86b2-4184fd5871fb
1216,Kyle Korver,8803f3ad-893e-4541-ba72-7be494dbf1c4
1217,Willie Green,07ded5a4-da02-4600-a528-c594060d323f
1218,Marcus Banks,32c4ea5d-d2cb-41b0-9b43-28497e1fab0c
1219,Kendrick Perkins,e83ab462-df4f-45fd-a36c-24aca460ffc3
1220,Brandon Hunter,2093bd79-961f-4ff0-b31f-0242886522ff
1221,James Jones,73314c74-f00a-476f-aa94-e04bfc80d491
1222,Troy Bell,cf31a196-2c22-4ef4-8bbf-26c2a64b73fe
1223,Dahntay Jones,7a09163e-be6d-48e1-9a2a-7f0e068a0a22
1224,Theron Smith,53f6ab37-0bb5-4052-954b-587fd9e6d7b2
1225,Kirk Hinrich,33d38c3e-61a9-4e6a-b57c-cf6ef04f09e4
1226,Linton Johnson,0ea74f52-26ec-48fe-9ee7-63b403e6cbe7
1227,Darko Milicic,3cecbed1-1525-47cb-86e2-a20cc719adbd
1228,Mickael Pietrus,bcac5ca2-6370-4170-ad77-990c7a75ae23
1229,TJ Ford,e30b8537-38a1-4492-ba7c-d5f968864a5d
1230,Nick Collison,20b890b1-5852-4e93-afd5-192bc63a17e0
1231,Luke Ridnour,a5863df0-fc34-44d6-b6cc-29cafb446dd6
1232,Richie Frahm,eb272a74-cc9e-4282-96db-68135b2b93d0
1233,Reece Gaines,cc400bf3-5154-4328-b7cb-fdee7df5bdf0
1234,Keith Bogans,8c954282-64f2-4b29-be3a-f613f4999a3f
1235,Zaza Pachulia,d4f03cd5-02e2-42f2-8b5b-6ae39c49917e
1236,Britton Johnsen,006909aa-a6ee-490e-9d46-3406489a08a8
1237,David West,856056f4-8b4f-40c3-bf6d-7e3f0c145406
1238,Dwyane Wade,911c5842-c4ce-4684-a479-31e7220e6277
1239,Jerome Beasley,9deb371d-7964-4dba-bc5d-dfd992876286
1240,Udonis Haslem,4dc4d675-85a3-4d26-b601-3a34e1f6eab7
1241,Kirk Penney,503a5a5c-7b32-4c6f-a0df-4e02db1e2aba
1242,Alex Garcia,c37442a3-c631-4cdc-bca4-ce8875a0e279
1243,LeBron James,bedcfe40-c385-484d-85bc-e13eb14254ca
1244,Jason Kapono,9676a674-d0ff-4ddd-b9be-ee46c1d069b3
1245,Jarvis Hayes,d21c3e16-48e5-4c98-b4f9-9b2ade200161
1246,Steve Blake,1239a758-90d2-47e1-bc59-d2d3d856d761
1247,Carmelo Anthony,5aba723b-d598-4f57-ad9d-66759ddbc5bf
1248,Francisco Elson,9a076bc2-3a18-47cd-b09f-bd82510744ac
1249,Chris Kaman,b4149a63-9b66-4b75-bbcf-054dd01284ca
1250,Josh Moore,019eb44d-e6d3-4b01-aee9-d06868892834
1251,Aleksandar Pavlovic,61f0cf8d-fa57-439b-9167-a06a5232e304
1252,Ben Handlogten,82a80ff6-5d66-4e55-8704-35105f4ee88a
1253,Maurice Williams,804f3548-22c6-4718-bfcd-0b649c33ce89
1254,Trevor Ariza,b8f4ff28-eb77-4c7e-acda-23a2a01cdad8
1255,Devin Harris,6fd4c498-dfe8-4089-a51e-a251dd3c7a86
1256,Pavel Podkolzin,84c9286d-228e-45a0-a0e3-74307e21ec3a
1257,Didier Ilunga-Mbenga,d67535fc-647d-48b1-ac0e-665e3cd86afa
1258,Sebastian Telfair,63c1feeb-641a-40fa-8e16-1da091842336
1259,Viktor Khryapa,caa90833-068e-4aa8-a005-3d7fdfd95c42
1260,Geno Carlisle,a9c55381-8f5a-4327-a704-f79eb1369e20
1261,Andre Iguodala,bd56f727-1302-42ae-b243-bf6722378b35
1262,Josh Davis,751b8eca-c8e5-4f64-b69a-67443030743e
1263,Andre Emmett,8806dea9-d517-468f-aaf6-e13cf402a150
1264,Antonio Burks,ed75ede5-44e5-4737-9a55-b795a45f405d
1265,Dwight Howard,b89c8f21-0a6f-4c76-b5e8-b5775c73583b
1266,Jameer Nelson,1aa7fd39-b6a2-4c36-8d77-9053f050bffa
1267,Mario Kasun,6b237817-c45e-4c7a-9ed6-8ffb0183c0ae
1268,David Harrison,f3f92616-3481-462a-8b86-99fcce4792b7
1269,Eddie Gill,0d942dc7-1b81-48d2-8c12-f24c17fc27f6
1270,John Edwards,d61808ed-0fb7-45fb-8062-6cade115580d
1271,Sasha Vujacic,e6ed3325-5866-42de-8c67-0905e061dfea
1272,Tony Bobbitt,c237a814-3657-4023-9504-5d43ce0ece0d
1273,Al Jefferson,0efc7b08-70c4-4468-912a-6345b7971a14
1274,Delonte West,53f3fc32-3d83-4c2a-b5d0-0681601e633d
1275,Tony Allen,917674b3-1b6e-48ed-8d3b-f9161c1ea734
1276,Justin Reed,f810aa4c-0efd-4d94-b6fc-5fc4ae9b2da3
1277,Kevin Martin,6cb572ca-b3c7-434c-beaf-916ef8dcb3dd
1278,Matt Barnes,7a9a28d7-3b17-419a-89f7-bb1c605c0337
1279,Erik Daniels,8dc544a0-55f0-44a1-8d19-074e0acc7694
1280,Rafael Araujo,2e79a82f-0277-40e4-9cff-ba3875123910
1281,Matt Bonner,7c5e0d90-00bf-420b-b0a3-f3dfbf105d1a
1282,Pape Sow,3e3a9d93-0a33-4835-9334-3c85b7581439
1283,Andre Barrett,397fc630-503f-4de0-b2a3-f9b8458b8fdc
1284,Dorell Wright,8d19fa58-5d7c-49eb-9712-a43a2d02db6d
1285,Matt Freije,71755982-0853-4938-95b3-5ef3754d4313
1286,Ben Gordon,5179f6f2-6905-433a-9623-ba855f91c1f4
1287,Andres Nocioni,4c26b123-28f0-4966-8a64-7660c7616bdb
1288,Luol Deng,8fc3eccc-a295-4ff3-84aa-59e2f2695930
1289,Tommy Smith,b3c0af52-7094-41c9-a29f-a37d06cac1cd
1290,Chris Duhon,9ebbccdc-f8b3-48e5-a4f0-c97e3c130f0a
1291,Jared Reiner,f7edbed5-d499-4c27-b177-53dda2aca6e6
1292,JR Smith,8e853379-163d-463c-8827-d80647c8dd79
1293,Corsley Edwards,c6035132-ce3b-43b7-8ab7-ae97e2c50893
1294,Tim Pickett,6f82592a-42d8-4081-b1f7-9015d0402261
1295,Nenad Krstic,177a9713-d9a7-4ef2-bcce-6d0aa7652f67
1296,Awvee Storey,9339f949-f574-4c1c-b1fa-2d3dc8ee984b
1297,Andris Biedrins,97f05c43-e1a0-46ff-aff5-85174df33ba0
1298,Luis Flores,f359f846-fa5a-4a37-99b4-56d5162edc78
1299,Carlos Delfino,e055c055-2596-4d0c-91e5-6ed6d0feb9fa
1300,Ronald Dupree,c34ae4d4-fee7-4d7e-aad3-8dafa8bfd091
1301,Horace Jenkins,b4d28c30-63a8-4739-8573-e487ebc93a80
1302,Robert Swift,f0afc205-ffda-493e-887f-a7d2708c1023
1303,Ibo Kutluay,5dde5e80-7112-424d-8572-ebbd5e49961c
1304,Damien Wilkins,26e237dc-6469-4db4-895f-b70c1b217658
1305,Peter John Ramos,b5d07610-5cbb-422c-bc43-d335f37929da
1306,Luke Jackson,43c5c06b-72cb-4ff3-8213-e59b267f54e0
1307,Anderson Varejao,5ced13cf-0b2b-4044-acd8-625bd3ffaa6b
1308,Beno Udrih,0ddf56dc-9907-47ff-ab13-22e7c0ae2332
1309,Romain Sato,fa1c78c3-3c0d-4aeb-af14-09fd33f5e04f
1310,Arthur Johnson,b49668dd-92e8-4e2d-90e9-fae8a94869e6
1311,Shaun Livingston,847b6ccd-7bce-42ff-8ec0-aec1ec919b85
1312,Quinton Ross,547c6216-2676-4c38-912a-b017e337f8af
1313,Lionel Chalmers,734ccabf-8095-425d-a735-ca96a99adc62
1314,Jackson Vroman,a5334aa6-a8f7-402c-9a0a-d8beb294e3a7
1315,Yuta Tabuse,620d611b-6f51-4ea5-a8ef-e875651a4c40
1316,Kris Humphries,dbea34b4-07f7-40b0-85f6-c638a4f07df6
1317,Kirk Snyder,b0a756db-0f78-4088-b741-5fa7124368cb
1318,Josh Childress,863ac23b-596e-41f3-a2b9-efb4e7c53928
1319,Josh Smith,fa1a28ac-dac6-40b8-a668-884aeaa2e85c
1320,Donta Smith,ac1d14fb-61b7-4e3e-bd54-b2da2846cbd8
1321,Royal Ivey,5a03ab8a-1eb5-41b8-a1a5-340ac64deda5
1322,Emeka Okafor,c5d5c0d2-51be-4f69-b9bf-8955dd93520e
1323,Bernard Robinson,fd3eb2b8-6c11-4ddb-8e40-55b065ed1c8d
1324,Channing Frye,f521a6f7-c63d-4537-8b28-1de83ebf2dbe
1325,Nate Robinson,ad748b99-6c60-4e38-b6f9-6d10f2684150
1326,David Lee,9a0b78fa-a6ca-4efb-adf6-722750145382
1327,Jackie Butler,e1280267-02d6-4f6c-bbf2-f4bfcef562b0
1328,Josh Powell,3c5c3da9-08f4-4185-833d-50d1ccdeaac3
1329,Rawle Marshall,09a4aeb2-a27c-49ce-a863-fb80bdc6365a
1330,Louis Williams,f6df442a-da6a-4d21-9056-0977327fc344
1331,Shavlik Randolph,9cb61d7b-89ca-4b94-a577-905a2aa6d8d8
1332,James Thomas,6f762c52-914c-4dce-91a4-0a5e8378753b
1333,Deng Gai,3a37d25a-11e6-4724-8b7d-09ddc88a7b98
1334,Sarunas Jasikevicius,2aa6c8e0-df8c-4a7f-af06-837958affd8a
1335,Danny Granger,436a835e-99b9-44d8-bd18-42a0f9802bb6
1336,Travis Diener,62d56d18-0a95-4498-833d-ffde2ce16e03
1337,Andrew Bynum,14bbb9e0-f7bd-445a-97ef-29c1ae7dae2c
1338,Von Wafer,4189b5be-3883-4e3e-aa18-210d2b07c59a
1339,Devin Green,a0a22a85-c895-485b-a71d-a34d516d939d
1340,Luther Head,57a7c3fd-d7ef-4273-9140-ad8c95dd0b6a
1341,Stephen Graham,0120041c-7006-465c-b1ac-a19c117f10e8
1342,John Lucas,a52926d0-ca69-4ae0-b58f-c004527e7052
1343,Hakim Warrick,56338d17-e07b-4c96-86d6-b472699300b9
1344,Anthony Roberson,8ce7c830-7487-4190-9b81-cadb33d6029c
1345,Lawrence Roberts,4a4ba67c-4cc1-4c13-919d-d5d3bbec032d
1346,Antoine Wright,de90cdcf-cdc7-41a4-a9a6-fe3d60acd336
1347,Fabricio Oberto,9e2012c6-73b3-4a57-b91a-d8c151457df9
1348,Alex Scales,ea573897-1aa1-4586-98c2-e783cdd5ae52
1349,Melvin Sanders,afbc249d-a2b2-4f38-8e2d-4bb786589c89
1350,Andrew Bogut,d96147fc-88ce-422f-b440-0fc011fac2d5
1351,Ersan Ilyasova,fdd6fb09-e624-4108-b0b1-640155f6ce7f
1352,Francisco Garcia,674940b3-b042-44df-a3f8-c5fedda9887a
1353,Ronnie Price,66089446-928e-47cc-b864-8886057a1f22
1354,Charlie Villanueva,8e2a375f-b679-4adb-b559-9169ed23ded5
1355,Jose Calderon,136a7b48-24ee-423a-957f-3fcabe686994
1356,Joey Graham,0baf772d-d705-4853-9dfb-7da9d4ba7876
1357,Rashad McCants,1c15083f-30de-4639-9032-61bd291082ac
1358,Bracey Wright,acb939d1-c547-474f-aee0-3a3e88f08cfa
1359,Dwayne Jones,3c48f296-ad99-4621-aebf-327d301579bf
1360,Wayne Simien,1625f9bd-70bd-4cde-85a9-d3fbd1e1c878
1361,Earl Barron,351d623b-e778-40e2-8f4c-f9235753af80
1362,Gerald Fitch,c3fce296-2114-4e08-9492-248607d42808
1363,Matt Walsh,da193397-d73d-45e2-9cb6-059dd3003362
1364,Martell Webster,86b79c95-1d2a-426a-a328-4069683029ba
1365,Jarrett Jack,39b03c06-4529-44dc-9e6f-4f23894ba9fe
1366,Sergey Monya,03c9ac02-9576-4fa2-a947-4cb57667e287
1367,Ha Seung-Jin,04facfdc-0463-4b96-8dfc-832780856f73
1368,Jason Maxiell,455a8b41-678c-4e5e-8c94-92c9d6e740e5
1369,Alex Acker,26a88db7-fbb4-4d1c-aee5-83eed8da7a58
1370,Amir Johnson,49d36efa-34b1-4527-825b-0b8f65f20697
1371,Deron Williams,57b01acc-6f51-43b8-8059-7117e6d0066f
1372,CJ Miles,142e13da-cb15-4178-8159-cf31e99e9694
1373,Robert Whaley,50743fa0-bc18-4895-b39e-296e47240fa8
1374,Andre Owens,51250fd7-a0ec-4be1-9747-73f4fa5444d7
1375,Eddie Basden,dbdfc588-124b-4cd5-a10c-f1ad83230dc9
1376,Randy Holcomb,6e236fd3-42a2-4079-be5e-0a5604ee4f9b
1377,Ike Diogu,3eec7b32-9e2b-4814-9532-05430bca0e03
1378,Monta Ellis,093a6167-7bc2-465f-9599-18e6cf580400
1379,Chris Taft,5fd5cd78-6543-4e6a-8934-2aa30cf9541c
1380,Aaron Miles,0071ad5f-052d-4dc5-880a-5300093695f7
1381,Gerald Green,afe50d46-6b1e-46cb-8beb-f4032f52c25d
1382,Ryan Gomes,a56242c0-748d-49ac-921a-845f349ece5b
1383,Orien Greene,82cf04c6-a687-4899-9350-4e629eedbe52
1384,Julius Hodge,19c3cb16-604d-42e8-a56b-f2fbd47cb836
1385,Linas Kleiza,6699858e-1320-49fa-896c-8f35a7459242
1386,Andray Blatche,6bebc7ba-fabc-4333-8834-fb1ffb444650
1387,Donell Taylor,3c2b55d3-05dd-432e-a970-147657820aeb
1388,Dijon Thompson,45586b28-045f-4761-ac2d-0d3940a4ad3d
1389,Sharrod Ford,bb10829f-3666-490e-b72f-34698a3f3db6
1390,Lucas Tischer,d3f647ba-d4fa-4b4f-957c-3a88498620ef
1391,Yaroslav Korolev,74e768f9-4e3a-4be4-851d-556d6d5f97e5
1392,James Singleton,8ea50520-e109-47d3-912d-d3ff7755fc06
1393,Daniel Ewing,6f56469a-e999-4ba6-a73b-1b96ea03a4bb
1394,Boniface N'Dong,922ac628-0a3b-406e-98db-104ff0c94953
1395,Martynas Andriuskevicius,2836984a-0f0e-448a-985b-2da003c26648
1396,Johan Petro,118e0a88-88bb-4a2d-adae-509482d1ed83
1397,Marvin Williams,3e990ccd-f93c-48f8-bfed-01048b1565f2
1398,Salim Stoudamire,f9946fe4-dfc6-4abe-9a37-afb798d0b6a4
1399,Esteban Batista,f7783af4-d2c1-4778-8c29-117c6bc51ac2
1400,Chris Paul,40b1fb2d-fa62-4821-ad86-82eb61726f8c
1401,Arvydas Macijauskas,e6c2f8a4-2fc1-44af-914a-4f4dbcefe030
1402,Brandon Bass,61a78a0b-9cfd-48c4-98e0-b74f1f3b4f27
1403,Sean Banks,66edd677-1bef-41a0-86b5-3a96f0b105f7
1404,Raymond Felton,5b8b373b-0b23-48de-90d9-2d45dfc36349
1405,Sean May,0704a85b-1802-4e5b-a377-19f5d21b1899
1406,Alan Anderson,1d9066a3-1c81-4ecf-9186-bccb97a0348e
1407,Kevin Burleson,1178db7f-3968-4c52-96b5-8bab40ae2cf1
1408,Renaldo Balkman,2e81b2b9-66ed-4ce3-bf70-a8ebffe01d68
1409,Mardy Collins,b18d4d00-a094-40e2-b6f5-696315283a91
1410,Paul Miller,76a6707c-2fb0-4011-8609-071f5162d1d5
1411,Maurice Ager,3190a76e-2568-4aab-b5ce-43fbee1e101b
1412,Pops Mensah-Bonsu,a39987cb-51f6-4c1f-8558-b22d381c0473
1413,Jose Juan Barea,9fa90e0e-44a5-482a-8cad-924f887ef80b
1414,Pat Carroll,1cac1ade-a140-4280-90f5-9d54b9bdcca2
1415,Jordan Farmar,a359f19d-03f0-4f57-bffb-b2953c63de15
1416,Ronny Turiaf,f474b617-4a96-4c30-9cb2-00eaac8c688f
1417,LaMarcus Aldridge,8e44a15c-b4d5-4dfe-bdf7-b86931475b32
1418,Brandon Roy,2f706a85-498c-4595-9593-df8ed30c2c4d
1419,Sergio Rodriguez,28eb860f-a06c-4897-a54e-41acff6476bc
1420,Ime Udoka,410ed0f6-75cc-42e7-aa78-e6b0a11b1d61
1421,Jeremy Richardson,5f21fe39-b5aa-4797-94bc-81e7fa21ccfe
1422,Rodney Carney,6859ace3-bd24-41e2-b6c1-6ec5eca6a0b5
1423,Bobby Jones,df9f093b-4de2-4e15-be48-b5bf66ea851a
1424,Steven Smith,abd0fb5e-0708-4d42-9f6a-176b25176a72
1425,Randy Foye,e8a88ef7-eb7f-427d-ac03-626213b3dac4
1426,Craig Smith,0a8def14-cc0b-488f-8067-8516633dd7dd
1427,James White,2b8572b1-2168-41fa-8c9f-7988073c27f3
1428,Yakhouba Diawara,9be5d7c6-b5ca-43c0-98f6-44b242628bbe
1429,Ivan McFarlin,e2b88b00-1a1d-40aa-916b-df33bcd52047
1430,Jefferson Sobral,dd6954f7-5cb9-40bf-a1cb-53ee4a7fb7f7
1431,Patrick O'Bryant,29bc1b66-47f8-4f4c-8cd0-a68831ef2912
1432,Kelenna Azubuike,fd4e4b50-6a4d-4133-a615-8a2d3b5b5ef2
1433,Renaldo Major,4f7e9031-960e-4ca5-8c18-56f6814dea81
1434,Marcus Williams,0b721816-cc46-407b-8834-1b059cd7134e
1435,Josh Boone,80c14ec3-efd0-4140-bab7-392754cc43b9
1436,Mile Ilic,269792ed-6ed4-426c-929e-1a224d9e0f87
1437,Hassan Adams,4c6f3e46-2750-4920-8d47-33666f41d8e6
1438,Chris Quinn,59678c60-f489-4749-ae83-6cf354a2e14c
1439,Robert Hite,625ac2b2-42f6-489d-92f0-b8ddd587d3ff
1440,Mike Gansey,cb5783bf-4ae3-42f5-9b68-88f1e088497d
1441,Daniel Horton,8317ce0b-a6b1-4013-9c9f-5700f401c6df
1442,Vincent Grier,e7301994-6c3d-41e1-8ad5-38b3462adb88
1443,Quincy Douby,c59095ad-2896-4e81-b229-992e41d0bada
1444,Justin Williams,312f0dc4-423b-424a-8457-1276edf15bc1
1445,Vassilis Spanoulis,1672df68-ae37-4be2-9c52-977a0d91aaf1
1446,Chuck Hayes,badd0170-6da9-40ab-b90d-30b8c1401f73
1447,Steve Novak,ace71ae3-82ac-4d47-b8ce-3933ed02b828
1448,Lynn Greer,88496593-800c-4a3a-b9cd-ccfc03efe7d0
1449,Damir Markota,08885a1a-b681-42db-a466-5e1e8f72e5a6
1450,David Noel,e0c7c1f4-dc58-4698-a23e-dc4dab9fbb14
1451,Chris McCray,4776db4a-6757-4462-b558-cb54bcfc97b0
1452,Shawne Williams,24de0744-9e77-4d7d-aa01-4a24d528de75
1453,Jimmie Hunter,fc8c57bf-231c-4cb7-9b55-6a57d122e2d6
1454,Shannon Brown,522f50e0-a99e-424a-b7bb-4a10a98e5c56
1455,Daniel Gibson,580b96cf-4dfb-4c49-aa63-017aca69898a
1456,Rajon Rondo,00e6c4e1-3e3e-4f98-a6b3-ce587b855030
1457,Leon Powe,99b14c9b-af43-4d0c-a20a-68eff6669dd8
1458,Allan Ray,c1c277e3-6d7d-4154-8fb3-f423dc1226fa
1459,Kevin Pittsnogle,ebfc02b5-e395-4ef2-93e2-f791a1a5803b
1460,James Lang,1cb26c0c-bb34-43ef-85ef-cc3cf7617884
1461,Mike Hall,25131eff-7444-4794-b030-3f6c89936148
1462,Ronnie Brewer,e356dfc0-eb85-446c-817e-02a411ac1c1d
1463,Paul Millsap,16209d46-a478-4126-8230-fb91cea66f19
1464,Brian Chase,1a9a97bb-2105-4153-a6e0-3a1f77a3c081
1465,Roger Powell,8a910c10-15af-4084-87f3-bc4d348ce2b1
1466,Rudy Gay,16f0c304-f1dd-4a63-8977-190fa223be8a
1467,Kyle Lowry,09855ef9-5497-4128-8dc1-db0500f2491e
1468,Alexander Johnson,deeda522-837b-4e90-aff0-4809bf371a0e
1469,Tarence Kinsey,bd395ca3-41e8-4e68-9cff-7dcc066a68a7
1470,Will Conroy,b22d8ef7-70c0-41b5-8c54-e6adb24d49cc
1471,JJ Redick,ecfa5a5a-254d-42bd-9b29-2ee0ed1513e7
1472,James Augustine,edd04b4a-87d9-4978-9b43-d232d523d451
1473,Paul Davis,bd0860e5-59ad-41be-9982-39f9b9749451
1474,Will Blalock,ddc9e53d-8d05-4b90-87f9-ac06418b24ab
1475,Saer Sene,61dddfed-dc6a-4201-aba2-bd77a313bfe3
1476,Mickael Gelabale,19ae7786-229a-49b2-b59f-173d073a3cdc
1477,Desmon Farmer,355b9457-49d7-41fb-8d81-9ca16a8106ec
1478,Andre Brown,424ec1d1-cdda-49d2-86a1-4ef840b2dcee
1479,Andreas Glyniadakis,9b0de6c6-8620-4111-ac50-c57257cc9ae2
1480,Tyrus Thomas,73ac9951-5753-4bf4-b3a6-0b44fa93dc80
1481,Thabo Sefolosha,5dfd6f07-1f5d-42c8-b39b-0a41aa7e8087
